pop_2012,chart_month,county,eligible_population_enrolled,location,month,opo,population_18_estimate,registry_enrollments,year,dummy_day,date
88830,02 (Feb),Chemung,42.56,"(42.116644, -76.812331)",2,Finger Lakes Donor Recovery Network,69003,29369,2017,01,2017-02-01
50477,02 (Feb),Chenango,32.97,"(42.481798, -75.570013)",2,Finger Lakes Donor Recovery Network,39211,12928,2017,01,2017-02-01
82128,02 (Feb),Clinton,38.36,"(44.731944, -73.548883)",2,Center for Donation and Transplant in New York,63797,24470,2017,01,2017-02-01
63096,02 (Feb),Columbia,42.15,"(42.276913, -73.682168)",2,Center for Donation and Transplant in New York,49013,20657,2017,01,2017-02-01
49336,02 (Feb),Cortland,38.45,"(42.597101, -76.143291)",2,Finger Lakes Donor Recovery Network,38324,14735,2017,01,2017-02-01
47980,02 (Feb),Delaware,31.53,"(42.242972, -74.997944)",2,Center for Donation and Transplant in New York,37271,11752,2017,01,2017-02-01
297488,02 (Feb),Dutchess,34.89,"(41.686216, -73.840468)",2,Center for Donation and Transplant in New York,231089,80633,2017,01,2017-02-01
919040,02 (Feb),Erie,39.84,"(42.888143, -78.795544)",2,UNYTS,713910,284418,2017,01,2017-02-01
39370,02 (Feb),Essex,41.86,"(44.166026, -73.685145)",2,Center for Donation and Transplant in New York,30583,12803,2017,01,2017-02-01
51599,02 (Feb),Franklin,36.49,"(44.705699, -74.340621)",2,Center for Donation and Transplant in New York,40082,14626,2017,01,2017-02-01
55531,02 (Feb),Fulton,32.02,"(43.06014, -74.331296)",2,Center for Donation and Transplant in New York,43136,13814,2017,01,2017-02-01
60079,02 (Feb),Genesee,40.84,"(43.000121, -78.172679)",2,UNYTS,46669,19060,2017,01,2017-02-01
49221,02 (Feb),Greene,38.88,"(42.298326, -73.973376)",2,Center for Donation and Transplant in New York,38235,14867,2017,01,2017-02-01
4836,02 (Feb),Hamilton,43.55,"(43.618468, -74.395268)",2,Center for Donation and Transplant in New York,3757,1636,2017,01,2017-02-01
64519,02 (Feb),Herkimer,38.11,"(43.070026, -74.994246)",2,Center for Donation and Transplant in New York,50118,19101,2017,01,2017-02-01
116229,02 (Feb),Jefferson,44.5,"(44.019295, -75.898971)",2,Finger Lakes Donor Recovery Network,90287,40182,2017,01,2017-02-01
2504700,02 (Feb),Kings,21.15,"(40.65642, -73.950691)",2,New York Organ Donor Network,1945651,411478,2017,01,2017-02-01
27087,02 (Feb),Lewis,41.86,"(43.785537, -75.446296)",2,Finger Lakes Donor Recovery Network,21041,8807,2017,01,2017-02-01
65393,02 (Feb),Livingston,38.82,"(42.763754, -77.765392)",2,Finger Lakes Donor Recovery Network,50797,19717,2017,01,2017-02-01
73442,02 (Feb),Madison,38.83,"(42.986917, -75.720031)",2,Finger Lakes Donor Recovery Network,57050,22152,2017,01,2017-02-01
744344,02 (Feb),Monroe,35.33,"(43.161748, -77.620143)",2,Finger Lakes Donor Recovery Network,578206,204304,2017,01,2017-02-01
50219,02 (Feb),Montgomery,30.9,"(42.933637, -74.341972)",2,Center for Donation and Transplant in New York,39010,12055,2017,01,2017-02-01
1339532,02 (Feb),Nassau,25.03,"(40.715749, -73.601185)",2,New York Organ Donor Network,1040548,260458,2017,01,2017-02-01
1585873,02 (Feb),New York,41.3,"(40.726966, -74.005966)",2,New York Organ Donor Network,1231906,508744,2017,01,2017-02-01
216469,02 (Feb),Niagara,44,"(43.134634, -78.856419)",2,UNYTS,168153,73984,2017,01,2017-02-01
234878,02 (Feb),Oneida,23.33,"(43.149482, -75.361773)",2,Center for Donation and Transplant in New York,182453,42562,2017,01,2017-02-01
467026,02 (Feb),Onondaga,38.17,"(43.065629, -76.168033)",2,Finger Lakes Donor Recovery Network,362786,138478,2017,01,2017-02-01
107931,02 (Feb),Ontario,46.35,"(42.894571, -77.252045)",2,Finger Lakes Donor Recovery Network,83841,38860,2017,01,2017-02-01
372813,02 (Feb),Orange,29.64,"(41.422459, -74.241929)",2,New York Organ Donor Network,289601,85828,2017,01,2017-02-01
42883,02 (Feb),Orleans,11.59,"(43.248394, -78.218438)",2,UNYTS,33312,3860,2017,01,2017-02-01
122109,02 (Feb),Oswego,34.3,"(43.39123, -76.31133)",2,Finger Lakes Donor Recovery Network,94854,32533,2017,01,2017-02-01
62259,02 (Feb),Otsego,37.82,"(42.564852, -75.060334)",2,Center for Donation and Transplant in New York,48363,18293,2017,01,2017-02-01
99710,02 (Feb),Putnam,37.99,"(41.41131, -73.717443)",2,New York Organ Donor Network,77455,29424,2017,01,2017-02-01
2230722,02 (Feb),Queens,16.52,"(40.749338, -73.789673)",2,New York Organ Donor Network,1732825,286301,2017,01,2017-02-01
159429,02 (Feb),Rensselaer,35.91,"(42.70098, -73.628669)",2,Center for Donation and Transplant in New York,123844,44477,2017,01,2017-02-01
468730,02 (Feb),Richmond,20.61,"(40.566763, -74.148102)",2,New York Organ Donor Network,364109,75047,2017,01,2017-02-01
311687,02 (Feb),Rockland,23.89,"(41.127287, -74.017033)",2,New York Organ Donor Network,242118,57854,2017,01,2017-02-01
219607,02 (Feb),Saratoga,49.75,"(43.00894, -73.786779)",2,Center for Donation and Transplant in New York,170591,84877,2017,01,2017-02-01
154727,02 (Feb),Schenectady,40.5,"(42.809233, -73.946838)",2,Center for Donation and Transplant in New York,120192,48678,2017,01,2017-02-01
32749,02 (Feb),Schoharie,37.32,"(42.643426, -74.434606)",2,Center for Donation and Transplant in New York,25439,9493,2017,01,2017-02-01
18343,02 (Feb),Schuyler,39.96,"(42.38593, -76.872032)",2,Finger Lakes Donor Recovery Network,14249,5694,2017,01,2017-02-01
35251,02 (Feb),Seneca,20.02,"(42.833627, -76.82753)",2,Finger Lakes Donor Recovery Network,27383,5481,2017,01,2017-02-01
111944,02 (Feb),St Lawrence,24.33,"(44.689468, -75.242045)",2,Center for Donation and Transplant in New York,86958,21161,2017,01,2017-02-01
98990,02 (Feb),Steuben,39.53,"(42.270053, -77.324618)",2,Finger Lakes Donor Recovery Network,76895,30399,2017,01,2017-02-01
1493350,02 (Feb),Suffolk,31.18,"(40.820237, -73.119032)",2,New York Organ Donor Network,1160034,361645,2017,01,2017-02-01
77547,02 (Feb),Sullivan,29.24,"(41.705166, -74.711705)",2,Center for Donation and Transplant in New York,60239,17612,2017,01,2017-02-01
51125,02 (Feb),Tioga,39.39,"(42.120252, -76.29595)",2,Center for Donation and Transplant in New York,39714,15645,2017,01,2017-02-01
101564,02 (Feb),Tompkins,54.75,"(42.461024, -76.478784)",2,Finger Lakes Donor Recovery Network,78895,43198,2017,01,2017-02-01
182493,02 (Feb),Ulster,34.99,"(41.848374, -74.099412)",2,Center for Donation and Transplant in New York,141761,49597,2017,01,2017-02-01
65707,02 (Feb),Warren,30.32,"(43.403024, -73.716044)",2,Center for Donation and Transplant in New York,51041,15476,2017,01,2017-02-01
63216,02 (Feb),Washington,33.38,"(43.289513, -73.454761)",2,Center for Donation and Transplant in New York,49106,16390,2017,01,2017-02-01
93772,02 (Feb),Wayne,32.9,"(43.144336, -77.117995)",2,Finger Lakes Donor Recovery Network,72842,23962,2017,01,2017-02-01
949113,02 (Feb),Westchester,27.36,"(41.039278, -73.805386)",2,New York Organ Donor Network,737271,201692,2017,01,2017-02-01
42155,02 (Feb),Wyoming,39.49,"(42.723641, -78.204473)",2,UNYTS,32746,12933,2017,01,2017-02-01
25348,02 (Feb),Yates,37.68,"(42.634338, -77.078311)",2,Finger Lakes Donor Recovery Network,19690,7419,2017,01,2017-02-01
19378102,02 (Feb),TOTAL NYS,29.37,NA,2,NA,15052907,4420445,2017,01,2017-02-01
304204,03 (Mar),Albany,34.75,"(42.678066, -73.814233)",3,Center for Donation and Transplant in New York,236306,82110,2017,01,2017-03-01
48946,03 (Mar),Allegany,37.4,"(42.226801, -78.020567)",3,UNYTS,38021,14218,2017,01,2017-03-01
1385108,03 (Mar),Bronx,17.93,"(40.85589, -73.868294)",3,New York Organ Donor Network,1075952,192867,2017,01,2017-03-01
200600,03 (Mar),Broome,38.15,"(42.122015, -75.933191)",3,Center for Donation and Transplant in New York,155826,59441,2017,01,2017-03-01
80317,03 (Mar),Cattauragus,35.71,"(42.224267, -78.606673)",3,UNYTS,62390,22278,2017,01,2017-03-01
80026,03 (Mar),Cayuga,35.14,"(42.940095, -76.560755)",3,Finger Lakes Donor Recovery Network,62164,21846,2017,01,2017-03-01
134905,03 (Mar),Chautauqua,40.33,"(42.246904, -79.315313)",3,UNYTS,104794,42263,2017,01,2017-03-01
88830,03 (Mar),Chemung,42.76,"(42.116644, -76.812331)",3,Finger Lakes Donor Recovery Network,69003,29505,2017,01,2017-03-01
50477,03 (Mar),Chenango,33.12,"(42.481798, -75.570013)",3,Finger Lakes Donor Recovery Network,39211,12987,2017,01,2017-03-01
82128,03 (Mar),Clinton,38.5,"(44.731944, -73.548883)",3,Center for Donation and Transplant in New York,63797,24562,2017,01,2017-03-01
63096,03 (Mar),Columbia,42.33,"(42.276913, -73.682168)",3,Center for Donation and Transplant in New York,49013,20747,2017,01,2017-03-01
49336,03 (Mar),Cortland,38.6,"(42.597101, -76.143291)",3,Finger Lakes Donor Recovery Network,38324,14792,2017,01,2017-03-01
47980,03 (Mar),Delaware,31.71,"(42.242972, -74.997944)",3,Center for Donation and Transplant in New York,37271,11817,2017,01,2017-03-01
297488,03 (Mar),Dutchess,35.07,"(41.686216, -73.840468)",3,Center for Donation and Transplant in New York,231089,81046,2017,01,2017-03-01
919040,03 (Mar),Erie,40.03,"(42.888143, -78.795544)",3,UNYTS,713910,285785,2017,01,2017-03-01
39370,03 (Mar),Essex,42.07,"(44.166026, -73.685145)",3,Center for Donation and Transplant in New York,30583,12865,2017,01,2017-03-01
51599,03 (Mar),Franklin,36.73,"(44.705699, -74.340621)",3,Center for Donation and Transplant in New York,40082,14724,2017,01,2017-03-01
55531,03 (Mar),Fulton,32.17,"(43.06014, -74.331296)",3,Center for Donation and Transplant in New York,43136,13875,2017,01,2017-03-01
60079,03 (Mar),Genesee,41.05,"(43.000121, -78.172679)",3,UNYTS,46669,19157,2017,01,2017-03-01
49221,03 (Mar),Greene,39.12,"(42.298326, -73.973376)",3,Center for Donation and Transplant in New York,38235,14957,2017,01,2017-03-01
4836,03 (Mar),Hamilton,43.71,"(43.618468, -74.395268)",3,Center for Donation and Transplant in New York,3757,1642,2017,01,2017-03-01
64519,03 (Mar),Herkimer,38.3,"(43.070026, -74.994246)",3,Center for Donation and Transplant in New York,50118,19193,2017,01,2017-03-01
116229,03 (Mar),Jefferson,44.76,"(44.019295, -75.898971)",3,Finger Lakes Donor Recovery Network,90287,40410,2017,01,2017-03-01
2504700,03 (Mar),Kings,21.37,"(40.65642, -73.950691)",3,New York Organ Donor Network,1945651,415870,2017,01,2017-03-01
27087,03 (Mar),Lewis,42.06,"(43.785537, -75.446296)",3,Finger Lakes Donor Recovery Network,21041,8849,2017,01,2017-03-01
65393,03 (Mar),Livingston,39.05,"(42.763754, -77.765392)",3,Finger Lakes Donor Recovery Network,50797,19836,2017,01,2017-03-01
73442,03 (Mar),Madison,39.06,"(42.986917, -75.720031)",3,Finger Lakes Donor Recovery Network,57050,22281,2017,01,2017-03-01
744344,03 (Mar),Monroe,35.59,"(43.161748, -77.620143)",3,Finger Lakes Donor Recovery Network,578206,205808,2017,01,2017-03-01
50219,03 (Mar),Montgomery,31.09,"(42.933637, -74.341972)",3,Center for Donation and Transplant in New York,39010,12130,2017,01,2017-03-01
1339532,03 (Mar),Nassau,25.18,"(40.715749, -73.601185)",3,New York Organ Donor Network,1040548,262025,2017,01,2017-03-01
1585873,03 (Mar),New York,41.61,"(40.726966, -74.005966)",3,New York Organ Donor Network,1231906,512611,2017,01,2017-03-01
216469,03 (Mar),Niagara,44.21,"(43.134634, -78.856419)",3,UNYTS,168153,74340,2017,01,2017-03-01
234878,03 (Mar),Oneida,23.5,"(43.149482, -75.361773)",3,Center for Donation and Transplant in New York,182453,42874,2017,01,2017-03-01
467026,03 (Mar),Onondaga,38.35,"(43.065629, -76.168033)",3,Finger Lakes Donor Recovery Network,362786,139125,2017,01,2017-03-01
107931,03 (Mar),Ontario,46.57,"(42.894571, -77.252045)",3,Finger Lakes Donor Recovery Network,83841,39045,2017,01,2017-03-01
372813,03 (Mar),Orange,29.82,"(41.422459, -74.241929)",3,New York Organ Donor Network,289601,86361,2017,01,2017-03-01
42883,03 (Mar),Orleans,11.72,"(43.248394, -78.218438)",3,UNYTS,33312,3903,2017,01,2017-03-01
122109,03 (Mar),Oswego,34.5,"(43.39123, -76.31133)",3,Finger Lakes Donor Recovery Network,94854,32729,2017,01,2017-03-01
62259,03 (Mar),Otsego,37.99,"(42.564852, -75.060334)",3,Center for Donation and Transplant in New York,48363,18372,2017,01,2017-03-01
99710,03 (Mar),Putnam,38.21,"(41.41131, -73.717443)",3,New York Organ Donor Network,77455,29592,2017,01,2017-03-01
2230722,03 (Mar),Queens,16.69,"(40.749338, -73.789673)",3,New York Organ Donor Network,1732825,289166,2017,01,2017-03-01
159429,03 (Mar),Rensselaer,36.08,"(42.70098, -73.628669)",3,Center for Donation and Transplant in New York,123844,44685,2017,01,2017-03-01
468730,03 (Mar),Richmond,20.79,"(40.566763, -74.148102)",3,New York Organ Donor Network,364109,75704,2017,01,2017-03-01
311687,03 (Mar),Rockland,24.07,"(41.127287, -74.017033)",3,New York Organ Donor Network,242118,58287,2017,01,2017-03-01
219607,03 (Mar),Saratoga,50.08,"(43.00894, -73.786779)",3,Center for Donation and Transplant in New York,170591,85427,2017,01,2017-03-01
154727,03 (Mar),Schenectady,40.69,"(42.809233, -73.946838)",3,Center for Donation and Transplant in New York,120192,48901,2017,01,2017-03-01
32749,03 (Mar),Schoharie,37.48,"(42.643426, -74.434606)",3,Center for Donation and Transplant in New York,25439,9535,2017,01,2017-03-01
18343,03 (Mar),Schuyler,40.34,"(42.38593, -76.872032)",3,Finger Lakes Donor Recovery Network,14249,5748,2017,01,2017-03-01
35251,03 (Mar),Seneca,20.16,"(42.833627, -76.82753)",3,Finger Lakes Donor Recovery Network,27383,5520,2017,01,2017-03-01
111944,03 (Mar),St Lawrence,24.33,"(44.689468, -75.242045)",3,Center for Donation and Transplant in New York,86958,21161,2017,01,2017-03-01
98990,03 (Mar),Steuben,39.67,"(42.270053, -77.324618)",3,Finger Lakes Donor Recovery Network,76895,30508,2017,01,2017-03-01
1493350,03 (Mar),Suffolk,31.35,"(40.820237, -73.119032)",3,New York Organ Donor Network,1160034,363712,2017,01,2017-03-01
77547,03 (Mar),Sullivan,29.43,"(41.705166, -74.711705)",3,Center for Donation and Transplant in New York,60239,17729,2017,01,2017-03-01
51125,03 (Mar),Tioga,39.6,"(42.120252, -76.29595)",3,Center for Donation and Transplant in New York,39714,15727,2017,01,2017-03-01
101564,03 (Mar),Tompkins,54.95,"(42.461024, -76.478784)",3,Finger Lakes Donor Recovery Network,78895,43353,2017,01,2017-03-01
182493,03 (Mar),Ulster,35.17,"(41.848374, -74.099412)",3,Center for Donation and Transplant in New York,141761,49853,2017,01,2017-03-01
65707,03 (Mar),Warren,30.45,"(43.403024, -73.716044)",3,Center for Donation and Transplant in New York,51041,15542,2017,01,2017-03-01
63216,03 (Mar),Washington,33.6,"(43.289513, -73.454761)",3,Center for Donation and Transplant in New York,49106,16499,2017,01,2017-03-01
93772,03 (Mar),Wayne,33.06,"(43.144336, -77.117995)",3,Finger Lakes Donor Recovery Network,72842,24084,2017,01,2017-03-01
949113,03 (Mar),Westchester,27.54,"(41.039278, -73.805386)",3,New York Organ Donor Network,737271,203027,2017,01,2017-03-01
42155,03 (Mar),Wyoming,39.64,"(42.723641, -78.204473)",3,UNYTS,32746,12982,2017,01,2017-03-01
25348,03 (Mar),Yates,37.91,"(42.634338, -77.078311)",3,Finger Lakes Donor Recovery Network,19690,7465,2017,01,2017-03-01
19378102,03 (Mar),TOTAL NYS,29.57,NA,3,NA,15052907,4450896,2017,01,2017-03-01
304204,04 (Apr),Albany,34.92,"(42.678066, -73.814233)",4,Center for Donation and Transplant in New York,236306,82512,2017,01,2017-04-01
48946,04 (Apr),Allegany,37.67,"(42.226801, -78.020567)",4,UNYTS,38021,14322,2017,01,2017-04-01
1385108,04 (Apr),Bronx,18.07,"(40.85589, -73.868294)",4,New York Organ Donor Network,1075952,194386,2017,01,2017-04-01
200600,04 (Apr),Broome,38.33,"(42.122015, -75.933191)",4,Center for Donation and Transplant in New York,155826,59731,2017,01,2017-04-01
80317,04 (Apr),Cattauragus,35.71,"(42.224267, -78.606673)",4,UNYTS,62390,22278,2017,01,2017-04-01
80026,04 (Apr),Cayuga,35.37,"(42.940095, -76.560755)",4,Finger Lakes Donor Recovery Network,62164,21985,2017,01,2017-04-01
134905,04 (Apr),Chautauqua,40.5,"(42.246904, -79.315313)",4,UNYTS,104794,42439,2017,01,2017-04-01
88830,04 (Apr),Chemung,42.94,"(42.116644, -76.812331)",4,Finger Lakes Donor Recovery Network,69003,29627,2017,01,2017-04-01
50477,04 (Apr),Chenango,33.36,"(42.481798, -75.570013)",4,Finger Lakes Donor Recovery Network,39211,13080,2017,01,2017-04-01
82128,04 (Apr),Clinton,38.7,"(44.731944, -73.548883)",4,Center for Donation and Transplant in New York,63797,24692,2017,01,2017-04-01
63096,04 (Apr),Columbia,42.56,"(42.276913, -73.682168)",4,Center for Donation and Transplant in New York,49013,20861,2017,01,2017-04-01
49336,04 (Apr),Cortland,38.77,"(42.597101, -76.143291)",4,Finger Lakes Donor Recovery Network,38324,14858,2017,01,2017-04-01
47980,04 (Apr),Delaware,31.85,"(42.242972, -74.997944)",4,Center for Donation and Transplant in New York,37271,11871,2017,01,2017-04-01
297488,04 (Apr),Dutchess,35.32,"(41.686216, -73.840468)",4,Center for Donation and Transplant in New York,231089,81622,2017,01,2017-04-01
919040,04 (Apr),Erie,40.25,"(42.888143, -78.795544)",4,UNYTS,713910,287359,2017,01,2017-04-01
39370,04 (Apr),Essex,42.24,"(44.166026, -73.685145)",4,Center for Donation and Transplant in New York,30583,12917,2017,01,2017-04-01
51599,04 (Apr),Franklin,36.95,"(44.705699, -74.340621)",4,Center for Donation and Transplant in New York,40082,14810,2017,01,2017-04-01
55531,04 (Apr),Fulton,32.3,"(43.06014, -74.331296)",4,Center for Donation and Transplant in New York,43136,13933,2017,01,2017-04-01
60079,04 (Apr),Genesee,41.26,"(43.000121, -78.172679)",4,UNYTS,46669,19256,2017,01,2017-04-01
49221,04 (Apr),Greene,39.34,"(42.298326, -73.973376)",4,Center for Donation and Transplant in New York,38235,15041,2017,01,2017-04-01
4836,04 (Apr),Hamilton,43.94,"(43.618468, -74.395268)",4,Center for Donation and Transplant in New York,3757,1651,2017,01,2017-04-01
64519,04 (Apr),Herkimer,38.58,"(43.070026, -74.994246)",4,Center for Donation and Transplant in New York,50118,19336,2017,01,2017-04-01
116229,04 (Apr),Jefferson,45,"(44.019295, -75.898971)",4,Finger Lakes Donor Recovery Network,90287,40630,2017,01,2017-04-01
2504700,04 (Apr),Kings,21.51,"(40.65642, -73.950691)",4,New York Organ Donor Network,1945651,418518,2017,01,2017-04-01
27087,04 (Apr),Lewis,42.23,"(43.785537, -75.446296)",4,Finger Lakes Donor Recovery Network,21041,8886,2017,01,2017-04-01
65393,04 (Apr),Livingston,39.27,"(42.763754, -77.765392)",4,Finger Lakes Donor Recovery Network,50797,19949,2017,01,2017-04-01
73442,04 (Apr),Madison,39.23,"(42.986917, -75.720031)",4,Finger Lakes Donor Recovery Network,57050,22382,2017,01,2017-04-01
744344,04 (Apr),Monroe,35.86,"(43.161748, -77.620143)",4,Finger Lakes Donor Recovery Network,578206,207344,2017,01,2017-04-01
50219,04 (Apr),Montgomery,31.3,"(42.933637, -74.341972)",4,Center for Donation and Transplant in New York,39010,12209,2017,01,2017-04-01
1339532,04 (Apr),Nassau,25.33,"(40.715749, -73.601185)",4,New York Organ Donor Network,1040548,263544,2017,01,2017-04-01
1585873,04 (Apr),New York,41.83,"(40.726966, -74.005966)",4,New York Organ Donor Network,1231906,515274,2017,01,2017-04-01
216469,04 (Apr),Niagara,44.42,"(43.134634, -78.856419)",4,UNYTS,168153,74688,2017,01,2017-04-01
234878,04 (Apr),Oneida,23.69,"(43.149482, -75.361773)",4,Center for Donation and Transplant in New York,182453,43214,2017,01,2017-04-01
467026,04 (Apr),Onondaga,38.58,"(43.065629, -76.168033)",4,Finger Lakes Donor Recovery Network,362786,139948,2017,01,2017-04-01
107931,04 (Apr),Ontario,46.83,"(42.894571, -77.252045)",4,Finger Lakes Donor Recovery Network,83841,39259,2017,01,2017-04-01
372813,04 (Apr),Orange,30,"(41.422459, -74.241929)",4,New York Organ Donor Network,289601,86878,2017,01,2017-04-01
